sessionsCount,sessionsWithMetricPercentage,sessionsWithoutMetricPercentage,pagesViews,subTotal,Url,Device,OS,metricName,averageScrollDepth,totalSessionCount,totalBotSessionCount,distinctUserCount,pagesPerSessionPercentage,totalTime,activeTime
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/request-demo?err=SUBSCRIPTION_NOT_FOUND#error=login_required&state=3d5dd310-fd82-47ce-9168-fa388c0be3ed,Mobile,Android,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/#state=69200b9a-ea37-4e1b-8969-c9bfe762d0f3&session_state=aaa79f2f-eb01-4f39-abca-d684d55aa551&code=b6bc59bf-6e2b-4f93-bd2c-025b4214e3ef.aaa79f2f-eb01-4f39-abca-d684d55aa551.03b1d69b-3912-413a-a496-8faa9b5b43fa,Mobile,IOS,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/?utm_term=recursos%20educativos%20digitales&utm_campaign=Search+LATAM+-+Aug+2024&utm_source=adwords&utm_medium=ppc&hsa_acc=2470753793&hsa_cam=21591212112&hsa_grp=169186453147&hsa_ad=710001659640&hsa_src=s&hsa_tgt=kwd-305825956799&hsa_kw=recursos%20educativos%20digitales&hsa_mt=b&hsa_net=adwords&hsa_ver=3&gad_source=5&gad_campaignid=21591212112&gclid=EAIaIQobChMIhJio-56ikwMVyVVIAB1j6wo2EAAYASAAEgKcIvD_BwE,Mobile,Android,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/elementary-school?utm_term=recursos%20educativos%20digitales&utm_campaign=Search+LATAM+-+Aug+2024&utm_source=adwords&utm_medium=ppc&hsa_acc=2470753793&hsa_cam=21591212112&hsa_grp=169186453147&hsa_ad=710001659640&hsa_src=g&hsa_tgt=kwd-305825956799&hsa_kw=recursos%20educativos%20digitales&hsa_mt=b&hsa_net=adwords&hsa_ver=3&gad_source=1&gad_campaignid=21591212112&gclid=CjwKCAjw1N7NBhAoEiwAcPchp3ZrCiYMw-hNUWEfvqv2wLbIdwoCoOO-k0e6jAnXdhAljwcUuHDCeBoC7XsQAvD_BwE,Mobile,Android,DeadClickCount,,,,,,,
1.0,100.0,0.0,1.0,3.0,https://cloudlabslearning.com/request-demo?err=SUBSCRIPTION_NOT_FOUND#error=login_required&state=1867b961-941e-45bc-ac2a-070c2bfdd892,Mobile,Android,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/request-demo?err=SUBSCRIPTION_NOT_FOUND#error=login_required&state=2b76d66d-f683-4eb9-bdcd-186ade33e03a,Mobile,Android,DeadClickCount,,,,,,,
1.0,100.0,0.0,1.0,1.0,https://cloudlabslearning.com/request-demo?err=SUBSCRIPTION_NOT_FOUND#error=login_required&state=d3dfaea8-8608-4a1c-9ba2-3898de2fc39e,PC,Windows,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/#state=b2970963-5e53-4353-9ac1-61799f0f610a&session_state=429b0043-1905-4f49-9900-af0ba1ac177c&code=0741b540-d238-4334-b326-e44bca99f874.429b0043-1905-4f49-9900-af0ba1ac177c.03b1d69b-3912-413a-a496-8faa9b5b43fa,PC,Windows,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/#state=48ed506b-29d5-4158-8bba-c021376c481e&session_state=c46d2fa8-30a0-4d2e-bf93-0910a2a8f5f3&code=a55f33c0-6b8c-4875-b113-2b9aa849ac38.c46d2fa8-30a0-4d2e-bf93-0910a2a8f5f3.03b1d69b-3912-413a-a496-8faa9b5b43fa,Mobile,Android,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/#state=dff81d58-b3ca-42fc-87f2-3c8ead7596e8&session_state=63fb6de9-cde6-42d0-a0e9-289adb1b0339&code=971d9e1c-6de5-41e9-8a9d-4310135a6be6.63fb6de9-cde6-42d0-a0e9-289adb1b0339.03b1d69b-3912-413a-a496-8faa9b5b43fa,Mobile,Android,DeadClickCount,,,,,,,
2.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/blogs-and-news,Mobile,IOS,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/request-demo?err=SUBSCRIPTION_NOT_FOUND#error=login_required&state=c004de23-da96-43b0-91a6-a3dfcd5330d4,Mobile,IOS,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/#error=login_required&state=caebf27d-0792-4cf3-a5ee-339de82dccc9,PC,Windows,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/#state=20c4cf6c-cc26-4a7f-8141-1b4198d6625d&session_state=1d7b8e5e-3aa7-476b-877b-829b78a0adc6&code=11640856-ff26-4a20-bf00-e4c0a3126fd4.1d7b8e5e-3aa7-476b-877b-829b78a0adc6.03b1d69b-3912-413a-a496-8faa9b5b43fa,Mobile,IOS,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/request-demo?err=SUBSCRIPTION_NOT_FOUND#error=login_required&state=fe251606-0791-4987-838b-a27e121561e6,Mobile,IOS,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/#error=login_required&state=0b06b677-92f3-49ae-aa95-81e6e8646c85,PC,Windows,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/request-demo?err=SUBSCRIPTION_NOT_FOUND#error=login_required&state=749fa48e-ecea-4e3a-8737-352259aabd8b,Mobile,Android,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/request-demo?err=SUBSCRIPTION_NOT_FOUND#error=login_required&state=656ea2cd-e8ea-4be9-9e50-710e0552b97c,Mobile,Android,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/#state=a36dcb3a-2f6f-4686-9c4e-ec530353ae6e&session_state=e324afef-a613-4c66-b9db-dc9ee9a6996b&code=a99d6250-b599-44d7-bf06-590fd6081ab5.e324afef-a613-4c66-b9db-dc9ee9a6996b.03b1d69b-3912-413a-a496-8faa9b5b43fa,Mobile,Android,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/#state=e73fa2c9-5d6e-4c09-864c-8c918dc985e3&session_state=0c5549fe-4356-4787-a403-7002987a1eab&code=21b4141d-6971-48cf-87c2-89e33884dfc2.0c5549fe-4356-4787-a403-7002987a1eab.03b1d69b-3912-413a-a496-8faa9b5b43fa,PC,Windows,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/professional-development,PC,Linux,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/?utm_term=juegos%20de%20aprendizaje&utm_campaign=Search+LATAM+-+Aug+2024&utm_source=adwords&utm_medium=ppc&hsa_acc=2470753793&hsa_cam=21591212112&hsa_grp=169186453147&hsa_ad=710001659640&hsa_src=g&hsa_tgt=kwd-301665898268&hsa_kw=juegos%20de%20aprendizaje&hsa_mt=b&hsa_net=adwords&hsa_ver=3&gad_source=1&gad_campaignid=21591212112&gbraid=0AAAAAC26n3nbm-sL0Ga4dAzGVyqDCH7qX&gclid=EAIaIQobChMIlPfTooKikwMVtkZIAB0lOh5iEAMYASAAEgIR9PD_BwE,PC,Windows,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/request-demo?err=SUBSCRIPTION_NOT_FOUND#error=login_required&state=af3d536c-af88-4de4-8686-6ef879c49692,Mobile,Android,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/?utm_term=juegos%20de%20aprendizaje&utm_campaign=Search+LATAM+-+Aug+2024&utm_source=adwords&utm_medium=ppc&hsa_acc=2470753793&hsa_cam=21591212112&hsa_grp=169186453147&hsa_ad=710001659640&hsa_src=g&hsa_tgt=kwd-301665898268&hsa_kw=juegos%20de%20aprendizaje&hsa_mt=b&hsa_net=adwords&hsa_ver=3&gad_source=1&gad_campaignid=21591212112&gbraid=0AAAAAC26n3nbm-sL0Ga4dAzGVyqDCH7qX&gclid=Cj0KCQjwsdnNBhC4ARIsAA_3hehraFapnAdAeI-NefdSnhEYwo6fdykk1HbCruQuPHVTMxefpwTWkYUaAiXYEALw_wcB,PC,Windows,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/#state=3b541660-b5af-4f80-8466-ceb9a6188ff9&session_state=16a8b72f-d633-4826-a6e8-63b4ba07a76a&code=9a515b60-7eac-4a26-8c5b-7a7910e13a67.16a8b72f-d633-4826-a6e8-63b4ba07a76a.03b1d69b-3912-413a-a496-8faa9b5b43fa,PC,Windows,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/#state=3fbecdbe-737f-4e89-8b05-c9415fbf9c6c&session_state=b7848cff-78a3-4329-a9af-42aebc2b99b5&code=9d552366-7e5e-413c-bb61-e82f46656ed3.b7848cff-78a3-4329-a9af-42aebc2b99b5.03b1d69b-3912-413a-a496-8faa9b5b43fa,Mobile,Android,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/request-demo?err=SUBSCRIPTION_NOT_FOUND#error=login_required&state=624a3219-caf7-42df-a769-eb5cb53cda28,PC,Windows,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/#state=f290718d-8b70-436f-9345-594b7fde546a&session_state=df3837e5-3386-4403-82fd-cb8e4b1051fe&code=0d8d29ae-971a-4531-909c-29bf80bce71d.df3837e5-3386-4403-82fd-cb8e4b1051fe.03b1d69b-3912-413a-a496-8faa9b5b43fa,Mobile,Android,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/downloads#state=fd4f8cf7-00bf-425c-805a-ea793ad577df&session_state=e9a04cdf-5d0b-41a7-9467-2940ca963032&code=cdd4b912-ebd6-4a80-bb2d-648b64d5fcd8.e9a04cdf-5d0b-41a7-9467-2940ca963032.03b1d69b-3912-413a-a496-8faa9b5b43fa,Mobile,Android,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/request-demo?err=SUBSCRIPTION_NOT_FOUND#error=login_required&state=c9c28ed7-1f4a-4739-9467-da09fe1936a8,Mobile,Android,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/?utm_term=material%20didactico%20digital&utm_campaign=Search+LATAM+-+Aug+2024&utm_source=adwords&utm_medium=ppc&hsa_acc=2470753793&hsa_cam=21591212112&hsa_grp=169186453147&hsa_ad=710001659640&hsa_src=g&hsa_tgt=kwd-351738647447&hsa_kw=material%20didactico%20digital&hsa_mt=b&hsa_net=adwords&hsa_ver=3&gad_source=1&gad_campaignid=21591212112&gclid=CjwKCAjwjtTNBhB0EiwAuswYhupS972l5TOLIloySy70dUcfTFmL2xjkXjV7krdfM7-jvQufgw7zEhoCsEUQAvD_BwE,Mobile,Android,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/request-demo?err=SUBSCRIPTION_NOT_FOUND#error=login_required&state=bd92bd03-cd10-4231-8e4a-dc6d9df4d657,PC,Windows,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/#state=7155f970-ac45-48d0-b014-e1fc95464b1f&session_state=9c1e27d2-98f1-464c-a327-d17ba9c8f84d&code=8dbf4c03-8ca4-44f3-bc4c-825f75d33f09.9c1e27d2-98f1-464c-a327-d17ba9c8f84d.03b1d69b-3912-413a-a496-8faa9b5b43fa,PC,Windows,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/#state=9345b6aa-3be9-4ee1-8e99-93b30b0335df&session_state=8571f675-a27b-4475-9b1e-c4542c5a2195&code=cf5e4177-314c-4aed-96dc-7a5a5e6803d2.8571f675-a27b-4475-9b1e-c4542c5a2195.03b1d69b-3912-413a-a496-8faa9b5b43fa,PC,Windows,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/#error=login_required&state=8ff8f441-656e-426c-b41b-ddd05363606a,PC,Windows,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/?utm_term=labster&utm_campaign=Search+LATAM+-+Aug+2024&utm_source=adwords&utm_medium=ppc&hsa_acc=2470753793&hsa_cam=21591212112&hsa_grp=169186453147&hsa_ad=710001659640&hsa_src=g&hsa_tgt=kwd-306170640718&hsa_kw=labster&hsa_mt=b&hsa_net=adwords&hsa_ver=3&gad_source=1&gad_campaignid=21591212112&gclid=CjwKCAjw1N7NBhAoEiwAcPchp7IBfukdHcAxT-Jvp51qsICVS3qQB3RP3ZeL_wH3hx-J7PCHLPQgTxoC3XoQAvD_BwE,Mobile,Android,DeadClickCount,,,,,,,
22.0,9.09,90.91,2.0,3.0,https://cloudlabslearning.com/,Tablet,Android,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/#state=f107cd00-1095-4120-bd23-70e4c5d34d70&session_state=c0873da5-6785-458b-9b5e-67e70d5f1648&code=9561485f-b96f-4c5b-a5e0-ffdde81844dd.c0873da5-6785-458b-9b5e-67e70d5f1648.03b1d69b-3912-413a-a496-8faa9b5b43fa,PC,Windows,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/#state=99411390-b125-4a3c-aa2d-ef8d58f8af64&session_state=597f6539-265e-4dc6-920d-2b348697992e&code=76fb9f3d-bd97-4a1e-811f-d9fdb7ca8645.597f6539-265e-4dc6-920d-2b348697992e.03b1d69b-3912-413a-a496-8faa9b5b43fa,PC,ChromeOS,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/#state=38b2a953-29f8-466f-b045-c24ae23a99fe&session_state=0e3511d2-9f4b-4357-87bc-a2e90b10520d&code=f944c2b2-815d-4a43-9114-b60ec541d4d7.0e3511d2-9f4b-4357-87bc-a2e90b10520d.03b1d69b-3912-413a-a496-8faa9b5b43fa,PC,Windows,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/?utm_term=apps%20educativas&utm_campaign=Search+LATAM+-+Aug+2024&utm_source=adwords&utm_medium=ppc&hsa_acc=2470753793&hsa_cam=21591212112&hsa_grp=169186453147&hsa_ad=710001659640&hsa_src=g&hsa_tgt=kwd-298589290697&hsa_kw=apps%20educativas&hsa_mt=b&hsa_net=adwords&hsa_ver=3&gad_source=1&gad_campaignid=21591212112&gbraid=0AAAAAC26n3nvhZbJtlX0kI92DrHTwFXEw&gclid=CjwKCAjw687NBhB4EiwAQ645dj11GBxb6SjQxC6EVsCYTakPmuzM2xxOKfS-lulIZ8R3qE5y6uBSuRoCk_wQAvD_BwE,Mobile,Android,DeadClickCount,,,,,,,
2.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/stem-projects,Mobile,Android,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/?utm_term=material%20didactico%20digital&utm_campaign=Search+LATAM+-+Aug+2024&utm_source=adwords&utm_medium=ppc&hsa_acc=2470753793&hsa_cam=21591212112&hsa_grp=169186453147&hsa_ad=710001659640&hsa_src=g&hsa_tgt=kwd-351738647447&hsa_kw=material%20didactico%20digital&hsa_mt=b&hsa_net=adwords&hsa_ver=3&gad_source=1&gad_campaignid=21591212112&gbraid=0AAAAAC26n3mDrA2AXLmM_Sc9vyogtWpGV&gclid=CjwKCAjw687NBhB4EiwAQ645dnX7mBBB2VlplBECtBcKiJvbGaFbYCDdXZwxL_Fs-8LHbsFaCVdlzhoCIKgQAvD_BwE,Mobile,IOS,DeadClickCount,,,,,,,
40.0,10.0,90.0,5.0,20.0,https://cloudlabslearning.com/,Tablet,IOS,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/request-demo?err=SUBSCRIPTION_NOT_FOUND#error=login_required&state=f5de72fb-1011-4744-8e2d-2c83a48f0e45,PC,Windows,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/request-demo?err=SUBSCRIPTION_NOT_FOUND#error=login_required&state=9ad48050-5b50-4bbd-9951-0094b12dd157,PC,ChromeOS,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/#error=login_required&state=0bcc0b86-6343-4793-9791-8a3c21de4cdd,PC,Windows,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/request-demo?err=SUBSCRIPTION_NOT_FOUND#error=login_required&state=0026a458-35f7-4733-869e-1a0ac092935e,Mobile,Android,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/#state=35fdd2ca-913a-45f1-87dc-2f6405bc3f86&session_state=91d682dd-11ae-48c5-b5f4-4474d137f1c1&code=409af7f1-6431-4b49-aceb-1d3f6e4f782c.91d682dd-11ae-48c5-b5f4-4474d137f1c1.03b1d69b-3912-413a-a496-8faa9b5b43fa,Mobile,Android,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/?utm_term=phet%20colorado&utm_campaign=Search+LATAM+-+Aug+2024&utm_source=adwords&utm_medium=ppc&hsa_acc=2470753793&hsa_cam=21591212112&hsa_grp=169186453147&hsa_ad=710001659640&hsa_src=g&hsa_tgt=kwd-7076173264&hsa_kw=phet%20colorado&hsa_mt=b&hsa_net=adwords&hsa_ver=3&gad_source=1&gad_campaignid=21591212112&gbraid=0AAAAAC26n3k18C8nbNlov2-ZJxFYUgPXW&gclid=CjwKCAjw1N7NBhAoEiwAcPchp9_E7L2tVLM8kDD9g8jEGda2ZHtZMlKoNkVY-ID0xrz8xoudb0eBaRoCZNIQAvD_BwE,Mobile,IOS,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/#state=d1fb3025-8788-46a1-ad90-0dc7918bf9fc&session_state=b438d0bd-71bc-4483-bb20-b890250b65d8&code=d195fa07-1e04-4bf6-b042-1b58bf1b5314.b438d0bd-71bc-4483-bb20-b890250b65d8.03b1d69b-3912-413a-a496-8faa9b5b43fa,PC,Windows,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/?utm_term=juegos%20de%20aprendizaje&utm_campaign=Search+LATAM+-+Aug+2024&utm_source=adwords&utm_medium=ppc&hsa_acc=2470753793&hsa_cam=21591212112&hsa_grp=169186453147&hsa_ad=710001659640&hsa_src=g&hsa_tgt=kwd-301665898268&hsa_kw=juegos%20de%20aprendizaje&hsa_mt=b&hsa_net=adwords&hsa_ver=3&gad_source=1&gad_campaignid=21591212112&gbraid=0AAAAAC26n3nPchy-Mpyc5oGeTouaTJGOE&gclid=Cj0KCQjwsdnNBhC4ARIsAA_3hehL8U93wZe_-6cJC_w0XyYn93A-jKe0KAer3rEwpvmjdy2aUwGbvLoaAgq0EALw_wcB,Mobile,Android,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/#state=97dd09b7-de09-436c-bc15-93e6e5c56722&session_state=66cdbc1f-59f7-48d7-839b-b9c090b2c861&code=ed590373-c245-44e9-b72c-9fb4c534e888.66cdbc1f-59f7-48d7-839b-b9c090b2c861.03b1d69b-3912-413a-a496-8faa9b5b43fa,PC,Windows,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/?utm_term=laboratorio%20virtual&utm_campaign=Search+LATAM+-+Aug+2024&utm_source=adwords&utm_medium=ppc&hsa_acc=2470753793&hsa_cam=21591212112&hsa_grp=169186453147&hsa_ad=710001659640&hsa_src=g&hsa_tgt=kwd-299532002337&hsa_kw=laboratorio%20virtual&hsa_mt=b&hsa_net=adwords&hsa_ver=3&gad_source=1&gad_campaignid=21591212112&gbraid=0AAAAAC26n3nbm-sL0Ga4dAzGVyqDCH7qX&gclid=Cj0KCQjwsdnNBhC4ARIsAA_3hehwScFaVHNUoFIdGLHGws12YtRxQxGfov2CvOM0yhlntUpYxcyiFuYaAqTTEALw_wcB,PC,Windows,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/?utm_term=plataforma%20cloudlabs&utm_campaign=Search+LATAM+-+Aug+2024&utm_source=adwords&utm_medium=ppc&hsa_acc=2470753793&hsa_cam=21591212112&hsa_grp=169186453147&hsa_ad=710001659640&hsa_src=g&hsa_tgt=kwd-2445369366466&hsa_kw=plataforma%20cloudlabs&hsa_mt=p&hsa_net=adwords&hsa_ver=3&gad_source=1&gad_campaignid=21591212112&gbraid=0AAAAAC26n3nbm-sL0Ga4dAzGVyqDCH7qX&gclid=Cj0KCQjwsdnNBhC4ARIsAA_3hejQuSyvlinmmUNRV4d10NIJwGLIm1w0dno16CWMm2pIMUY_MjE8p4UaArjOEALw_wcB,PC,Windows,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/#state=7f2969e6-31b8-4f37-9997-10df9a7a1ed8&session_state=6938077f-5dee-4c66-bb40-0d044314cfe6&code=cd07dba2-84bc-481e-9520-ab4ddb9476cf.6938077f-5dee-4c66-bb40-0d044314cfe6.03b1d69b-3912-413a-a496-8faa9b5b43fa,PC,MacOSX,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/#error=login_required&state=e05165b0-44ed-435b-8db0-0d8566a6d2e3,Mobile,IOS,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/#error=login_required&state=e83348dc-3208-4b98-92eb-57738aba42d2,PC,Windows,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/#state=a05fe535-19cf-44f6-bc97-3195c26f1950&session_state=bf832410-67c3-4aa5-ae79-ef6cbdff369b&code=d3ff62f9-ed5a-46be-8eb3-b0ac6e227bf2.bf832410-67c3-4aa5-ae79-ef6cbdff369b.03b1d69b-3912-413a-a496-8faa9b5b43fa,Mobile,Android,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/request-demo?err=SUBSCRIPTION_NOT_FOUND#error=login_required&state=5b92c249-e474-4841-88a2-8e807e101283,Mobile,Android,DeadClickCount,,,,,,,
1.0,0.0,100.0,0.0,0.0,https://cloudlabslearning.com/#state=f7d1b845-8ef7-43f4-a562-8125d9ce1980&session_state=f45df356-775c-418f-adfb-7a76fc212212&code=faac3ffa-faa9-434d-b289-7cfee8edd023.f45df356-775c-418f-adfb-7a76fc212212.03b1d69b-3912-413a-a496-8faa9b5b43fa,Mobile,IOS,DeadClickCount,,,,,,,
